DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP003 ELASTICO Nº 12Cinza - São José-U,300,14/05/2024,07/05/2024,08/05/2024,09/05/2024,14/05/2024,94804,DSJ Londrina,166.2,44.94,25.34,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPrata - Cód. 179 Kit-4MM,320,14/05/2024,07/05/2024,08/05/2024,08/05/2024,08/05/2024,893516,Parco Comércio e Serviços,51.96,0,10.39,Gomes,Cartão,1,0.16,METROS,Aviamentos,FITA DE CETIM
MP004 ILHOS Nº 54PRATA-U,20000,14/05/2024,09/05/2024,13/05/2024,14/05/2024,15/05/2024,93880,Castro e Castro,491.8,0,53.65,Elohim,Boleto,2,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54BRANCO-U,10000,14/05/2024,09/05/2024,13/05/2024,14/05/2024,15/05/2024,93880,Castro e Castro,279.9,0,30.53,Elohim,Boleto,2,0.03,UNIDADES,Resto,ILHOS
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,100,17/05/2024,16/05/2024,20/05/2024,20/05/2024,22/05/2024,94385,Castro e Castro,9.99,0,1.09,Elohim,Boleto,1,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,1000,17/05/2024,16/05/2024,20/05/2024,20/05/2024,22/05/2024,94385,Castro e Castro,99.9,0,10.9,Elohim,Boleto,1,0.1,METROS,Aviamentos,FITA DE CETIM
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,300,21/05/2024,17/05/2024,22/05/2024,24/05/2024,03/06/2024,25114,Buritama Sintéticos,3952,163.79,126.44,Elohim,Boleto,3,13.17,METROS,Sintéticos,COURO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,500,21/05/2024,17/05/2024,22/05/2024,24/05/2024,03/06/2024,25114,Buritama Sintéticos,5269,218.37,171.24,Elohim,Boleto,3,10.54,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Preto - São José-U,1000,20/05/2024,17/05/2024,20/05/2024,21/05/2024,27/05/2024,105734,DSJ Londrina,554,27.6,69.03,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Cinza - São José-U,300,20/05/2024,17/05/2024,20/05/2024,21/05/2024,27/05/2024,105734,DSJ Londrina,166.2,0,20.71,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,100,23/05/2024,20/05/2024,20/05/2024,20/05/2024,22/05/2024,94385,Castro e Castro,9.99,0,1.09,Elohim,Boleto,1,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,200,20/05/2024,20/05/2024,24/05/2024,27/05/2024,27/05/2024,895303,Parco Comércio e Serviços,26.04,0,5.21,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,300,20/05/2024,20/05/2024,24/05/2024,27/05/2024,27/05/2024,895303,Parco Comércio e Serviços,38.97,0,7.79,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
Pendente Metalicos 30cm Preto,1500,27/05/2024,20/05/2024,21/05/2024,31/05/2024,27/05/2024,204105,Lassane,464.92,110.76,69.08,Elohim,Boleto,1,0.31,UNIDADES,Resto,PENDENTE
MP003 ELASTICO Nº 12Azul Marinho - São José-U,2000,03/06/2024,22/05/2024,02/05/2024,,03/06/2024,151261,DSJ Londrina,826.6,14.51,99.19,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,1300,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,537.29,14.51,64.47,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Dourado - São José-U,1000,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,566.2,14.51,67.94,Universo,Boleto,4,0.57,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,400,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,165.32,14.51,19.84,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,413.3,14.51,49.6,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,3000,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,1239.90,14.51,148.79,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,200,03/06/2024,22/05/2024,24/05/2024,,03/06/2024,151261,DSJ Londrina,826.6,14.51,99.19,Universo,Boleto,4,4.13,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1200,03/06/2024,22/05/2024,24/05/2024,04/06/2024,03/06/2024,151261,DSJ Londrina,495.96,14.51,59.52,Universo,Boleto,4,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,400,03/06/2024,22/05/2024,24/05/2024,28/05/2024,28/05/2024,4739,Elásticos Monitex,159.6,0,0.53,Projeto,Boleto,1,0.4,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1500,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,149.85,0,16.35,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,700,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,69.93,0,7.63,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,600,03/06/2024,22/05/2024,24/05/2024,27/05/2024,27/05/2024,895303,Parco Comércio e Serviços,77.94,0,15.59,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMDourada - Cód. 87 Kit-4MM,1000,03/06/2024,22/05/2024,24/05/2024,27/05/2024,27/05/2024,895303,Parco Comércio e Serviços,129.9,0,25.98,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,1000,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,99.9,0,10.9,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,1200,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,119.88,0,13.08,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,1000,03/06/2024,22/05/2024,24/05/2024,27/05/2024,27/05/2024,895303,Parco Comércio e Serviços,129.9,,25.98,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,1000,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,99.9,0,10.9,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm Verde Piscina - Cód. 181 Kit,500,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,88,0,9.6,Elohim,Boleto,3,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMDourada - Cód. 87 Kit-7MM,1200,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,211.2,0,23.04,Elohim,Boleto,3,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,1000,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,99.9,0,10.9,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,700,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,69.93,0,7.63,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarfim - Cód.02 Kit-4MM,500,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,49.95,0,5.45,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,700,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,69.93,0,7.63,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,1300,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,129.87,0,14.17,Elohim,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 11x18+3 Aba - Melissa Agenda 9x13,1000,03/06/2024,22/05/2024,22/05/2024,22/05/2024,24/05/2024,196076,Interpel R4,86,15,0,Projeto,Cartão,5,0.09,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 15x15 - Calendario Mesa,2500,03/06/2024,22/05/2024,22/05/2024,22/05/2024,24/05/2024,196076,Interpel R4,220,0,0,Projeto,Cartão,5,0.09,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 16x25 - Caderneta,300,03/06/2024,22/05/2024,22/05/2024,22/05/2024,24/05/2024,196076,Interpel R4,45.66,0,0,Projeto,Cartão,5,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 20x25 - Wire-o A5,2500,03/06/2024,22/05/2024,22/05/2024,22/05/2024,24/05/2024,196076,Interpel R4,422.5,0,0,Projeto,Cartão,5,0.17,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 22x32 - Colegial/ArgoladoA5,1000,03/06/2024,22/05/2024,22/05/2024,22/05/2024,24/05/2024,196076,Interpel R4,250,0,0,Projeto,Cartão,5,0.25,UNIDADES,Embalagens,SACO ADESIVADO
MP004 ILHOS Nº 54PRETO-U,40000,03/06/2024,22/05/2024,24/05/2024,24/05/2024,28/05/2024,94728,Castro e Castro,938.6,0,107.29,Elohim,Boleto,3,0.02,UNIDADES,Resto,ILHOS
20336 FERRAGEM A5UNICA-U,1800,03/06/2024,22/05/2024,27/05/2024,03/06/2024,03/06/2024,10424,US Rings,5329.26,238.65,200.16,Elohim,Boleto,3,2.96,UNIDADES,Wire-o,FERRAGEM
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,100,03/06/2024,22/05/2024,22/05/2024,24/05/2024,03/06/2024,25114,Buritama Sintéticos,759,815.12,24.67,Elohim,Boleto,3,7.59,METROS,Sintéticos,COURO
Pendente Metalicos 30cm Preto,1000,03/06/2024,22/05/2024,13/06/2024,13/06/2024,17/06/2024,204534,Lassane,320.02,0,40.89,Universo,Boleto,5,0.32,UNIDADES,Wire-o,PENDENTE
Percalux Verde Musgo 180g/m2 Bob 1400 mm,13,27/05/2024,24/05/2024,24/05/2024,24/05/2024,24/05/2024,14320,Jafi Decorações,227.5,0,0,Gomes,Cartão,1,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Limão - São José-U,30,24/05/2024,24/05/2024,21/05/2024,21/05/2024,21/05/2024,101609,Malharia Alto,21.9,25,0,Projeto,Pix,1,0.73,METROS,Aviamentos,ELASTICO
Papelao 1250 g/m2 800 x 1000 - 1.90mm,6000,03/07/2024,27/05/2024,04/06/2024,25/06/2024,03/07/2024,37301,Papelão União,30877.92,2213.76,3978.12,Natural,Boleto,4,5.15,UNIDADES,Papelão,PAPELAO
MP003 ELASTICO Nº 12Vinho - Monitex-U,600,03/06/2024,22/05/2024,28/05/2024,29/05/2024,28/05/2024,4742,Elásticos Monitex,239.4,0,0.79,Projeto,Boleto,1,0.4,METROS,Aviamentos,ELASTICO
Saco Adesivado 22x32 - Colegial/ArgoladoA5,1500,10/06/2024,03/06/2024,04/06/2024,04/06/2024,07/06/2024,196529,Interpel R4,375,15,0,Gomes,Cartão,3,0.25,UNIDADES,Embalagens,SACO ADESIVADO
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,38,10/06/2024,03/06/2024,13/06/2024,13/06/2024,17/06/2024,204534,Lassane,9685.55,0,1237.74,Universo,Boleto,5,254.88,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,7,10/06/2024,03/06/2024,13/06/2024,13/06/2024,17/06/2024,204534,Lassane,2421.5,0,309.45,Universo,Boleto,5,345.93,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/8,2,10/06/2024,03/06/2024,13/06/2024,13/06/2024,17/06/2024,204534,Lassane,1112.27,0,142.14,Universo,Boleto,5,556.14,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,8,10/06/2024,03/06/2024,13/06/2024,13/06/2024,17/06/2024,204534,Lassane,2586.62,0,330.55,Universo,Boleto,5,323.33,CAIXAS,Wire-o,WIRE-O
MP109 Pelica Rosa Bebe 180g/m2 Bob 1400 mm - Cor 8339UNICA-U,300,10/06/2024,03/06/2024,04/06/2024,13/06/2024,14/06/2024,25206,Buritama Sintéticos,3060.33,225,414.96,Elohim,Boleto,3,10.2,METROS,Sintéticos,COURO
MP102 PELICA AZUL MARINHO 180G/M2 BOB 1300 MM - COR 274UNICA-U,300,10/06/2024,03/06/2024,04/06/2024,13/06/2024,14/06/2024,25206,Buritama Sintéticos,3060.33,225,414.96,Elohim,Boleto,3,10.2,METROS,Sintéticos,COURO
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,1,14/06/2024,11/06/2024,13/06/2024,13/06/2024,17/06/2024,204532,Lassane,323.38,29.27,41.09,Universo,Boleto,3,323.38,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Marfim - São José-U,200,17/06/2024,11/06/2024,11/06/2024,13/06/2024,17/06/2024,128836,DSJ Londrina,110.8,27.6,13.81,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,300,17/06/2024,11/06/2024,11/06/2024,13/06/2024,17/06/2024,128836,DSJ Londrina,166.2,0,20.71,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,700,17/06/2024,11/06/2024,11/06/2024,13/06/2024,17/06/2024,128836,DSJ Londrina,387.8,27.6,48.32,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,100,17/06/2024,11/06/2024,11/06/2024,13/06/2024,17/06/2024,128836,DSJ Londrina,55.4,0,57.52,Projeto,Cartão,3,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1200,17/06/2024,11/06/2024,13/06/2024,13/06/2024,13/06/2024,897099,Parco Comércio e Serviços,119.88,0,23.98,Projeto,Cartão,1,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 20x25 - Wire-o A5,2000,17/06/2024,11/06/2024,13/06/2024,18/06/2024,17/06/2024,1075,Jofer Benfica Embalagens Ltda,600,0,0,Gomes,Cartão,1,0.3,UNIDADES,Embalagens,SACO ADESIVADO
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,300,17/06/2024,11/06/2024,13/06/2024,24/06/2024,25/06/2024,25252,Buritama Sintéticos,2967.4,0,344.88,Elohim,Boleto,3,9.89,METROS,Sintéticos,COURO
MP112 PELICA VERMELHO QUENTE 180G/M2 BOB 1300 MMUNICA-U,300,17/06/2024,11/06/2024,18/06/2024,25/06/2024,28/06/2024,25260,Buritama Sintéticos,3461.97,0,402.36,Elohim,Boleto,3,11.54,METROS,Sintéticos,COURO
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,100,17/06/2024,11/06/2024,13/06/2024,24/06/2024,25/06/2024,25252,Buritama Sintéticos,783.57,0,91.08,Elohim,Boleto,3,7.84,METROS,Sintéticos,COURO
20347 PEVECRON - CEDRO PRETO 180G/M2 BOB 1400 MMUNICA-U,50,17/06/2024,11/06/2024,13/06/2024,14/06/2024,18/06/2024,5611,Belo Plástico,1058.4,0,0,Projeto,Cartão,6,21.17,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-7/8,10,10/06/2024,03/06/2024,13/06/2024,13/06/2024,13/06/2024,204532,Lassane,3535.49,297.7,410.9,Universo,Boleto,3,353.55,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,4,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,1339.47,121.68,169.37,Universo,Boleto,3,334.87,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1800,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,743.94,0,89.27,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,800,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,330.64,0,39.68,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,200,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,82.66,0,9.92,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,413.3,0,49.6,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,2500,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,1033.25,0,123.99,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1000,01/07/2024,24/06/2024,24/06/2024,28/06/2024,05/07/2024,152134,DSJ Londrina,413.3,0,49.6,Universo,Boleto,3,0.41,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,400,01/07/2024,24/06/2024,25/06/2024,01/07/2024,03/07/2024,4762,Elásticos Monitex,159.6,0,0.53,Projeto,Boleto,1,0.4,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,200,01/07/2024,24/06/2024,25/06/2024,28/06/2024,07/06/2024,96926,Castro e Castro,19.98,0,2.18,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,200,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,19.98,0,2.18,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,1000,01/07/2024,24/06/2024,26/06/2024,27/06/2024,27/06/2024,898491,Parco Comércio e Serviços,129.9,0,25.98,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,300,01/07/2024,24/06/2024,26/06/2024,27/06/2024,27/06/2024,898491,Parco Comércio e Serviços,38.97,0,7.79,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,200,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,19.98,0,2.18,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Ouro - Cód. 132 Kit-7MM,200,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,19.98,0,2.18,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,300,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,29.97,0,3.27,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMDourada - Cód. 87 Kit-7MM,400,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,39.96,0,4.36,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,500,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,49.95,0,5.45,Elohim,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 15x15 - Calendario Mesa,500,01/07/2024,24/06/2024,25/06/2024,26/06/2024,28/06/2024,12360,Interpel R4,44,15,0,Projeto,Cartão,4,0.09,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 16x25 - Caderneta,1300,01/07/2024,24/06/2024,25/06/2024,26/06/2024,28/06/2024,12360,Interpel R4,197.86,0,0,Projeto,Cartão,4,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 17x22 - Cal.Mesa/Ag.Fich/Fich A6/11.5x16,1000,01/07/2024,24/06/2024,25/06/2024,27/06/2024,27/06/2024,1119,Prodesc Benfica Embalagens Ltda Me,240,0,0,Projeto,Cartão,1,0.24,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 20x25 - Wire-o A5,2000,01/07/2024,24/06/2024,25/06/2024,27/06/2024,27/06/2024,1119,Prodesc Benfica Embalagens Ltda Me,600,0,0,Projeto,Cartão,1,0.3,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 22x32 - Colegial/ArgoladoA5,4500,01/07/2024,24/06/2024,25/06/2024,26/06/2024,27/06/2024,12360,Interpel R4,1125,0,0,Projeto,Cartão,4,0.25,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 25x35 - Fichário,3000,01/07/2024,24/06/2024,25/06/2024,26/06/2024,27/06/2024,12360,Interpel R4,897,0,0,Projeto,Cartão,4,0.3,UNIDADES,Embalagens,SACO ADESIVADO
20336 FERRAGEM A5UNICA-U,5000,01/07/2024,24/06/2024,25/06/2024,26/06/2024,03/07/2024,10449,US Rings,15069.57,396.41,941.57,Elohim,Boleto,3,3.01,UNIDADES,Wire-o,FERRAGEM
20337 FERRAGEM 17X24UNICA-U,3500,01/07/2024,24/06/2024,25/06/2024,25/06/2024,03/07/2024,3551,Naxan,11690,278.5,0,Bela,Boleto,3,3.34,UNIDADES,Wire-o,FERRAGEM
20338 FERRAGEM A6UNICA-U,2000,01/07/2024,24/06/2024,25/06/2024,26/06/2024,03/07/2024,10449,US Rings,5836.2,153.36,219.2,Elohim,Boleto,3,2.92,UNIDADES,Wire-o,FERRAGEM
MP004 ILHOS Nº 54PRETO-U,10000,01/07/2024,24/06/2024,25/06/2024,28/06/2024,27/06/2024,96926,Castro e Castro,279.9,0,30.53,Elohim,Boleto,2,0.03,UNIDADES,Resto,ILHOS
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,15000,01/07/2024,24/06/2024,09/07/2024,12/07/2024,04/07/2024,6712,Aviamento São Paulo,834,29.27,0,Projeto,Cartão,4,0.06,UNIDADES,Resto,REBITE
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,500,01/07/2024,24/06/2024,25/06/2024,28/06/2024,05/07/2024,25293,Buritama Sintéticos,5934.81,249.72,689.76,Universo,Boleto,3,11.87,METROS,Sintéticos,COURO
Saco Adesivado 12x18+3 Aba - Calendario de Mesa 9x15,1500,01/07/2024,24/06/2024,25/06/2024,26/06/2024,28/06/2024,12360,Interpel R4,129,0,0,Projeto,Cartão,4,0.09,UNIDADES,Embalagens,SACO ADESIVADO
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,6,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,1533.69,139.33,193.93,Universo,Boleto,3,255.62,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,1,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,346.92,31.52,43.86,Universo,Boleto,3,346.92,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,3,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,978.98,88.93,123.79,Universo,Boleto,3,326.33,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,3,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,978.98,88.93,123.79,Universo,Boleto,3,326.33,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,2,01/07/2024,24/06/2024,25/06/2024,26/06/2024,01/07/2024,204982,Lassane,946.23,85.96,119.65,Universo,Boleto,3,473.12,CAIXAS,Wire-o,WIRE-O
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,100,01/07/2024,24/06/2024,25/06/2024,28/06/2024,05/07/2024,25293,Buritama Sintéticos,3570.39,149.83,414.96,Universo,Boleto,3,35.7,METROS,Sintéticos,COURO
Pendente Metalicos 30cm Preto,1000,01/07/2024,24/06/2024,25/06/2024,,01/07/2024,204982,Lassane,320.02,29.16,,Universo,Boleto,4,0.32,UNIDADES,Wire-o,PENDENTE
MP001 FITA DE CETIM Nº0 4MMVerde Piscina - Cód. 232 Prógresso-4MM,200,01/07/2024,25/06/2024,28/06/2024,02/07/2024,02/07/2024,105371,Malharia Alto,78,0,0,Gomes,Pix,1,0.39,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Piscina - Cód. 232 Prógresso-7MM,150,01/07/2024,25/06/2024,26/06/2024,27/06/2024,27/06/2024,898491,Parco Comércio e Serviços,69.8,0,13.96,Gomes,Cartão,1,0.47,METROS,Aviamentos,FITA DE CETIM
